workers,tasks,t1,t2,t3
1,50,18.408668423071504
2,50,9.771356238052249
3,50,7.0883544459939
4,50,5.559521604329348
5,50,4.731809005141258
6,50,4.318072969093919
7,50,3.98506042920053
8,50,3.5946184415370226
9,50,3.2850932590663433
10,50,3.1309472359716892
11,50,2.972723115235567
12,50,2.8549848310649395
13,50,2.598498960956931
14,50,2.5042804162949324
15,50,2.4814581628888845
16,50,2.4304386898875237
17,50,2.3097102660685778
18,50,2.4263291470706463
19,50,2.250019423663616
20,50,2.1788466535508633
21,50,2.177419029176235
22,50,2.1512993965297937
23,50,2.1898892764002085
24,50,2.150409722700715
25,50,2.024244148284197
26,50,2.0319348834455013
27,50,2.0082697048783302
28,50,2.0527925193309784
29,50,2.055919511243701
30,50,2.0193189196288586
31,50,2.0577994268387556
32,50,2.0045543182641268
1,100,18.216858031228185
2,100,9.644832422956824
3,100,6.9453804437071085
4,100,5.477137416601181
5,100,4.626192804425955
6,100,4.128654921427369
7,100,3.7844455670565367
8,100,3.4589456599205732
9,100,3.202671717852354
10,100,2.9372815918177366
11,100,2.8674665205180645
12,100,2.6973565202206373
13,100,2.5143618416041136
14,100,2.4361094888299704
15,100,2.3402290754020214
16,100,2.31085772998631
17,100,2.2287834137678146
18,100,2.16133825853467
19,100,2.123585656285286
20,100,2.0976544320583344
21,100,2.0345654506236315
22,100,2.0390462428331375
23,100,1.9758314434438944
24,100,1.9948703590780497
25,100,1.9060092326253653
26,100,1.8946390487253666
27,100,1.8600885663181543
28,100,1.8861700501292944
29,100,1.83115510083735
30,100,1.8462270107120275
31,100,1.8082736395299435
32,100,1.841922752559185
